contig_id,length_bp,length_kb,mapped_reads,RPM,RPKM,best_hit,identity,evalue,bitscore,taxid
k141_166339,1132,1.132,47,10.36,9.16,QFG73726.1,28.3,6.43e-14,72.4,1737588.0
k141_161353,1925,1.925,80,17.64,9.16,QIG60100.1,36.1,3.3e-07,50.4,2704073.0
k141_152650,4452,4.452,185,40.79,9.16,AYV82141.1,31.5,5.73e-34,141.0,2487769.0
k141_48546,1612,1.612,67,14.77,9.16,QBK89597.1,28.9,1.12e-16,84.7,2506585.0
k141_17362,2214,2.214,92,20.29,9.16,BDC16636.1,28.8,1.98e-11,68.6,2801461.0
k141_65560,3009,3.009,125,27.56,9.16,YP_007676163.1,36.9,5.5e-26,107.0,755272.0
k141_29474,1107,1.107,46,10.14,9.16,QDY52462.1,28.3,3.14e-33,131.0,2596887.0
k141_62190,1252,1.252,52,11.47,9.16,QIG60138.1,38.0,2.55e-55,197.0,2704073.0
k141_67842,2914,2.914,121,26.68,9.16,YP_009174707.1,25.8,5.94e-26,115.0,1586713.0
k141_130737,1396,1.396,58,12.79,9.16,QDH89777.1,38.4,7.7e-08,57.4,1955172.0
k141_102509,2553,2.553,106,23.37,9.16,QDY51933.1,42.0,2.71e-20,82.0,2596887.0
k141_112125,2673,2.673,111,24.48,9.16,QIG60155.1,33.7,1.12e-41,154.0,2704073.0
k141_58089,1589,1.589,66,14.55,9.16,XDO02353.1,28.9,1.3600000000000001e-21,93.6,3240092.0
k141_27409,2144,2.144,89,19.62,9.15,AGE57609.1,24.1,6.02e-15,82.8,1278276.0
k141_33339,1205,1.205,50,11.02,9.15,BCS83035.1,28.2,2.73e-08,58.2,2811091.0
k141_146797,1325,1.325,55,12.13,9.15,YP_009001498.1,31.2,1.94e-08,59.3,62099.0
k141_137608,4532,4.532,188,41.45,9.15,WZO85486.1,35.0,1.18e-15,75.1,2809302.0
k141_174182,2410,2.41,100,22.05,9.15,ARF09189.1,34.6,9.28e-24,102.0,1977631.0
k141_181048,1108,1.108,46,10.14,9.15,AGE49076.1,25.6,1.6e-08,57.8,1278268.0
k141_156097,1951,1.951,81,17.86,9.15,QDY52166.1,45.9,2.5400000000000002e-144,438.0,2596887.0
k141_163631,1808,1.808,75,16.54,9.15,QFG74415.1,23.9,5.01e-28,119.0,1737588.0
k141_5153,1085,1.085,45,9.92,9.15,QDY52194.1,27.5,5.35e-14,77.0,2596887.0
k141_112491,1373,1.373,57,12.57,9.15,AYJ09379.1,37.9,4.27e-75,243.0,2364897.0
k141_73876,3089,3.089,128,28.22,9.14,AYV78131.1,34.6,7.29e-16,75.1,2487765.0
k141_55288,3665,3.665,152,33.52,9.14,XDO02360.1,24.0,1.35e-07,57.4,3240092.0
k141_79416,2027,2.027,84,18.52,9.14,BAD00047.1,39.5,1.18e-20,89.7,3052230.0
k141_7157,1616,1.616,67,14.77,9.14,QKU33472.1,31.9,1.16e-20,91.3,
k141_97827,1206,1.206,50,11.02,9.14,YP_009174129.1,26.5,3.81e-16,81.6,1586712.0
k141_43801,1013,1.013,42,9.26,9.14,QOR60244.1,36.7,6.32e-38,142.0,2530038.0
k141_88160,1327,1.327,55,12.13,9.14,QBK88698.1,31.6,2.07e-11,68.6,2506608.0
k141_20557,2942,2.942,122,26.9,9.14,UKS51800.1,33.8,3.52e-19,90.9,4679.0
k141_86293,1231,1.231,51,11.25,9.14,YP_009448811.1,37.7,2.2e-46,164.0,2023057.0
k141_108798,1857,1.857,77,16.98,9.14,YP_009174707.1,42.6,5.4e-15,79.3,1586713.0
k141_59412,1641,1.641,68,14.99,9.14,QKF94202.1,29.4,5.14e-20,95.5,3070911.0
k141_15819,1231,1.231,51,11.25,9.14,AYV80038.1,39.0,9.43e-69,236.0,2487767.0
k141_148906,2220,2.22,92,20.29,9.14,AFC35043.1,26.3,1.2e-33,138.0,1120767.0
k141_82044,1423,1.423,59,13.01,9.14,QKF94613.1,30.1,1.34e-18,89.4,3070911.0
k141_151395,1834,1.834,76,16.76,9.14,AYV82295.1,31.7,8.39e-10,59.7,2487769.0
k141_3761,2295,2.295,95,20.95,9.13,ARF10911.1,26.8,5.21e-12,71.2,1977638.0
k141_162246,1208,1.208,50,11.02,9.13,AGE50247.1,29.5,2.49e-20,92.4,1278270.0
k141_78023,1859,1.859,77,16.98,9.13,QDH89688.1,35.1,2.17e-12,66.2,2587224.0
k141_181050,2948,2.948,122,26.9,9.13,UZT29310.1,25.8,9.4e-09,60.8,2809609.0
k141_81442,2513,2.513,104,22.93,9.13,QDY52220.1,26.4,2.21e-06,51.6,2596887.0
k141_17069,2052,2.052,85,18.74,9.13,UPW42252.1,50.8,7.15e-12,71.6,2937230.0
k141_159054,2946,2.946,122,26.9,9.13,AZQ20850.1,31.7,4.69e-08,54.3,2494350.0
k141_113199,3138,3.138,130,28.66,9.13,AAL47009.1,25.0,1.37e-14,79.7,6183.0
k141_99796,1883,1.883,78,17.2,9.13,YP_008436525.1,36.5,6.32e-50,172.0,1349410.0
k141_89477,1377,1.377,57,12.57,9.13,QBK90889.1,65.5,3.77e-16,79.3,2506591.0
k141_6668,1836,1.836,76,16.76,9.13,AAR26955.1,34.9,1.88e-07,55.5,231992.0
k141_34736,8238,8.238,341,75.19,9.13,ARF08362.1,38.5,3.16e-19,84.0,1977631.0
k141_118613,1039,1.039,43,9.48,9.13,AGE55747.1,28.7,1.22e-32,132.0,1278272.0
k141_99558,1956,1.956,81,17.86,9.13,CAK7597253.1,35.6,7.27e-14,69.7,3072188.0
k141_153745,1328,1.328,55,12.13,9.13,QKU33721.1,39.1,4.28e-61,206.0,
k141_49173,2177,2.177,90,19.84,9.12,QBK86148.1,55.1,2.95e-07,50.4,2506602.0
k141_177174,3023,3.023,125,27.56,9.12,AHA55176.1,30.2,2.7e-11,65.9,1421422.0
k141_99740,3335,3.335,138,30.43,9.12,ABY48135.1,24.6,2.59e-18,90.9,3880.0
k141_26264,4499,4.499,186,41.01,9.12,CAK7596841.1,42.0,2.41e-41,155.0,3072188.0
k141_78726,2006,2.006,83,18.3,9.12,QKN22697.1,31.1,3.89e-12,69.3,2743124.0
k141_44589,2201,2.201,91,20.07,9.12,ULY68545.1,24.2,1.15e-09,64.7,2922419.0
k141_136452,1934,1.934,80,17.64,9.12,UUT40483.1,51.1,1.55e-32,116.0,2971331.0
k141_65083,1523,1.523,63,13.89,9.12,QDY52462.1,29.7,1.3e-11,68.2,2596887.0
k141_62057,2273,2.273,94,20.73,9.12,QBK89345.1,27.7,3.61e-10,65.5,2506609.0
k141_89004,1451,1.451,60,13.23,9.12,WZO77409.1,41.8,1.17e-07,50.4,2809302.0
k141_142507,1378,1.378,57,12.57,9.12,QIG59801.1,35.1,8.02e-39,143.0,2704074.0
k141_142086,2030,2.03,84,18.52,9.12,YP_009001498.1,24.6,5.2e-09,61.6,62099.0
k141_141273,2298,2.298,95,20.95,9.12,QBK88781.1,35.2,3.7800000000000004e-32,124.0,2506608.0
k141_47280,1596,1.596,66,14.55,9.12,YP_002154639.1,31.0,8.31e-08,56.2,39420.0
k141_146412,1112,1.112,46,10.14,9.12,WZH58786.1,47.3,2.27e-07,48.1,3129788.0
k141_38539,1185,1.185,49,10.8,9.12,QDH89688.1,38.3,2.04e-14,72.4,2587224.0
k141_37171,1015,1.015,42,9.26,9.12,QBK88698.1,30.5,1.36e-06,52.4,2506608.0
k141_31266,2274,2.274,94,20.73,9.11,ARF11114.1,26.8,1.51e-14,79.0,1977638.0
k141_89028,4357,4.357,180,39.69,9.11,WIL04310.1,32.4,2.03e-16,81.6,3032484.0
k141_35712,1718,1.718,71,15.66,9.11,WRW24642.1,42.1,5.5e-71,223.0,262968.0
k141_31791,2106,2.106,87,19.18,9.11,YP_009001498.1,33.0,5.539999999999999e-23,103.0,62099.0
k141_6633,1500,1.5,62,13.67,9.11,AUI39626.1,33.8,3.03e-14,75.5,47929.0
k141_22486,1549,1.549,64,14.11,9.11,QDY52462.1,36.7,8.31e-07,47.4,2596887.0
k141_67354,1500,1.5,62,13.67,9.11,AYV78344.1,23.7,3.05e-19,95.1,2487765.0
k141_28073,3970,3.97,164,36.16,9.11,YP_009001498.1,26.2,3.71e-09,61.6,62099.0
k141_44053,1597,1.597,66,14.55,9.11,AAD26531.1,32.4,3.1000000000000005e-79,273.0,10090.0
k141_119328,1766,1.766,73,16.1,9.11,QBK87088.1,30.1,4.77e-13,72.4,2506604.0
k141_172673,1646,1.646,68,14.99,9.11,QKF94406.1,43.0,1.7e-59,200.0,3070911.0
k141_78427,5400,5.4,223,49.17,9.11,YP_009001498.1,26.9,3.08e-13,73.6,62099.0
k141_90911,1573,1.573,65,14.33,9.11,QBK87483.1,41.3,8.73e-48,168.0,2506605.0
k141_30450,1646,1.646,68,14.99,9.11,QFG73909.1,30.6,2.38e-18,87.0,1737588.0
k141_9857,2082,2.082,86,18.96,9.11,AHA54250.1,29.7,4.62e-14,79.3,1421424.0
k141_87552,1621,1.621,67,14.77,9.11,AYV75222.1,27.5,1.41e-14,79.7,2487775.0
k141_101248,2081,2.081,86,18.96,9.11,UUT40455.1,58.2,9.98e-49,164.0,2971331.0
k141_42164,2954,2.954,122,26.9,9.11,AYV85511.1,32.0,9.55e-38,146.0,2487771.0
k141_136645,2034,2.034,84,18.52,9.11,SPN79811.1,25.3,3.33e-16,81.6,2126980.0
k141_86269,2397,2.397,99,21.83,9.11,WGU26825.1,37.1,1.31e-11,63.5,4568.0
k141_129491,3729,3.729,154,33.96,9.11,AYV76625.1,30.2,3.52e-37,149.0,2487775.0
k141_66821,2034,2.034,84,18.52,9.11,BBI30359.1,39.0,2e-10,58.9,3114988.0
k141_97604,2833,2.833,117,25.8,9.11,QIH04859.1,50.2,1.6e-83,254.0,2713452.0
k141_28048,5786,5.786,239,52.7,9.11,QQV29274.1,29.8,6.67e-06,50.8,1859492.0
k141_117230,3171,3.171,131,28.89,9.11,AYV82508.1,38.7,7.3800000000000005e-37,135.0,2487770.0
k141_143051,1186,1.186,49,10.8,9.11,YP_009174445.1,49.5,1.16e-22,90.5,1586715.0
k141_134019,1186,1.186,49,10.8,9.11,YP_009254912.1,55.4,1.58e-28,103.0,1826170.0
k141_952,1452,1.452,60,13.23,9.11,BCS83197.1,41.0,1.59e-22,96.3,2811091.0
k141_89253,2204,2.204,91,20.07,9.1,AUV59005.1,31.9,8.81e-68,225.0,2071566.0
k141_50902,2422,2.422,100,22.05,9.1,QKU33455.1,28.5,7.07e-19,89.4,
k141_144508,1066,1.066,44,9.7,9.1,ADX06521.1,32.2,4.39e-18,83.2,938083.0
k141_116965,1526,1.526,63,13.89,9.1,AYV86642.1,25.8,1.17e-18,93.6,2487774.0
k141_48456,1066,1.066,44,9.7,9.1,WZH58786.1,39.4,2.7e-06,49.3,3129788.0
k141_40819,1938,1.938,80,17.64,9.1,ARF09735.1,27.5,4.24e-07,54.3,1977633.0
k141_51679,1697,1.697,70,15.43,9.1,YP_009448811.1,33.2,1.99e-58,201.0,2023057.0
k141_95189,2543,2.543,105,23.15,9.1,ULY68558.1,25.1,1.78e-06,54.7,2922419.0
k141_16035,1429,1.429,59,13.01,9.1,QKU35804.1,30.5,5.48e-26,110.0,
k141_39696,1090,1.09,45,9.92,9.1,XII43575.1,25.9,3.38e-09,61.2,3369148.0
k141_6498,2302,2.302,95,20.95,9.1,SPN79356.1,28.2,1.81e-06,52.0,2126980.0
k141_88422,2496,2.496,103,22.71,9.1,AMZ02642.1,30.6,2.43e-38,142.0,1835008.0
k141_50544,5136,5.136,212,46.75,9.1,YP_009001498.1,27.4,6.35e-20,93.2,62099.0
k141_93469,3707,3.707,153,33.74,9.1,AYV75213.1,34.9,8.480000000000001e-44,155.0,2487775.0
k141_142497,1551,1.551,64,14.11,9.1,QDY52220.1,33.8,5.56e-11,63.9,2596887.0
k141_117175,1478,1.478,61,13.45,9.1,QKF94222.1,34.0,2.49e-46,171.0,3070911.0
k141_40580,2207,2.207,91,20.07,9.09,QOR60244.1,37.9,4.1e-10,58.2,2530038.0
k141_142063,4365,4.365,180,39.69,9.09,AII17161.1,24.2,1.14e-12,68.9,1474867.0
k141_153248,1261,1.261,52,11.47,9.09,AYV83899.1,25.4,3.52e-09,59.7,2487770.0
k141_5971,2110,2.11,87,19.18,9.09,AGE48886.1,35.5,7.94e-15,77.4,1278246.0
k141_165848,2038,2.038,84,18.52,9.09,WZO93656.1,28.3,3.95e-06,52.4,2809302.0
k141_125208,1334,1.334,55,12.13,9.09,YP_009448213.1,40.3,2.75e-13,71.2,2023057.0
k141_66585,1795,1.795,74,16.32,9.09,QBK86778.1,35.5,1.17e-19,87.0,2506604.0
k141_169586,1067,1.067,44,9.7,9.09,AYV87100.1,22.2,9.56e-06,51.6,2487774.0
k141_72725,1650,1.65,68,14.99,9.09,QBK88329.1,32.5,5.21e-12,64.7,2506606.0
k141_52706,2281,2.281,94,20.73,9.09,ARF09089.1,30.2,4.4599999999999993e-42,154.0,1977631.0
k141_19295,1213,1.213,50,11.02,9.09,XDR79917.1,27.9,1.17e-08,58.5,3057169.0
k141_5646,1989,1.989,82,18.08,9.09,QDY52327.1,26.8,1.65e-09,61.2,2596887.0
k141_98566,2087,2.087,86,18.96,9.09,QPI16633.1,31.6,1.44e-06,52.8,2763270.0
k141_133134,2135,2.135,88,19.4,9.09,QFG74715.1,34.0,4.4e-30,116.0,1737588.0
k141_71449,2959,2.959,122,26.9,9.09,AYV82508.1,38.9,9.92e-64,211.0,2487770.0
k141_53317,9776,9.776,403,88.86,9.09,YP_009001498.1,25.5,4.3e-15,78.6,62099.0
k141_50060,1455,1.455,60,13.23,9.09,QFG74087.1,42.0,7.23e-11,59.7,1737588.0
k141_22084,1358,1.358,56,12.35,9.09,QBK92099.1,43.3,1.7300000000000003e-27,107.0,2506594.0
k141_67181,1019,1.019,42,9.26,9.09,AYV78159.1,63.4,2.95e-12,61.6,2487765.0
k141_42440,2764,2.764,114,25.14,9.09,XDO01843.1,34.1,4.2e-22,98.6,3240092.0
k141_14495,1796,1.796,74,16.32,9.09,SOB73998.1,27.1,4.49e-17,84.0,2023205.0
k141_99398,1166,1.166,48,10.58,9.08,AYV81860.1,27.5,1.18e-16,84.0,2487768.0
k141_54749,1408,1.408,58,12.79,9.08,QBK88176.1,32.3,4.2799999999999995e-34,134.0,2506606.0
k141_19511,2575,2.575,106,23.37,9.08,WZO75040.1,39.7,3.2000000000000003e-37,134.0,2809302.0
k141_112171,1166,1.166,48,10.58,9.08,XDO02353.1,25.8,1.93e-17,82.4,3240092.0
k141_47036,1068,1.068,44,9.7,9.08,BDT62002.1,34.5,3.44e-18,79.7,2984272.0
k141_65561,1069,1.069,44,9.7,9.08,QBK91498.1,47.7,3.34e-06,49.3,2506593.0
k141_124476,3449,3.449,142,31.31,9.08,YP_009174635.1,33.8,1.07e-17,78.2,1586714.0
k141_108827,1845,1.845,76,16.76,9.08,NP_077671.1,30.7,4.69e-11,63.9,37665.0
k141_163356,4298,4.298,177,39.03,9.08,AYV83811.1,39.8,8.71e-41,148.0,2487770.0
k141_103417,1335,1.335,55,12.13,9.08,QBK90089.1,26.7,1.06e-11,69.7,2506586.0
k141_56330,1312,1.312,54,11.91,9.08,YP_009119049.1,39.3,4.54e-10,56.6,1605721.0
k141_23533,3595,3.595,148,32.63,9.08,ATZ80771.1,28.8,3.29e-06,52.4,2024608.0
k141_165016,1093,1.093,45,9.92,9.08,AGE53021.1,46.3,3.73e-06,52.0,1278251.0
k141_4906,1312,1.312,54,11.91,9.08,ARF08263.1,38.7,7.98e-06,47.8,1977631.0
k141_18568,2112,2.112,87,19.18,9.08,AHJ39979.2,25.0,1.9e-11,66.6,1461100.0
k141_92261,2307,2.307,95,20.95,9.08,UPW42252.1,56.0,4.85e-20,90.1,2937230.0
k141_19085,2817,2.817,116,25.58,9.08,ABZ80022.1,64.4,0.0,1261.0,2737033.0
k141_87068,1895,1.895,78,17.2,9.08,YP_009173708.1,29.1,1.24e-24,111.0,455364.0
k141_97131,1021,1.021,42,9.26,9.07,XCA47531.1,49.6,5.88e-42,139.0,3057169.0
k141_123963,3378,3.378,139,30.65,9.07,XDO02362.1,39.1,1.12e-35,135.0,3240092.0
k141_122821,1629,1.629,67,14.77,9.07,WIL03492.1,26.0,1.2e-09,63.9,3032485.0
k141_167177,1167,1.167,48,10.58,9.07,AYV87251.1,39.6,6.289999999999999e-38,144.0,2487774.0
k141_90654,1532,1.532,63,13.89,9.07,QBK90917.1,36.6,1.8e-24,101.0,2506591.0
k141_176088,2724,2.724,112,24.7,9.07,YP_001427300.1,34.6,7.09e-29,115.0,411359.0
k141_45657,1848,1.848,76,16.76,9.07,QKU33818.1,42.1,5.01e-11,60.5,
k141_111272,1629,1.629,67,14.77,9.07,YP_009448797.1,26.6,5.4e-10,65.5,2023057.0
k141_18328,1264,1.264,52,11.47,9.07,AGE50247.1,29.2,5.2099999999999994e-23,100.0,1278270.0
k141_30805,1288,1.288,53,11.69,9.07,QBK85775.1,59.6,4.01e-54,181.0,2506602.0
k141_127215,4450,4.45,183,40.35,9.07,QPI16506.1,33.3,2.66e-15,73.6,2763269.0
k141_3244,3985,3.985,164,36.16,9.07,QOI90522.1,28.2,5.65e-78,268.0,455367.0
k141_73624,1920,1.92,79,17.42,9.07,YP_009001498.1,29.2,4.51e-16,79.7,62099.0
k141_87972,3062,3.062,126,27.78,9.07,YP_009507576.1,44.4,1.2199999999999999e-82,256.0,97195.0
k141_148933,1290,1.29,53,11.69,9.06,ATZ80771.1,27.7,6.02e-06,51.6,2024608.0
k141_8250,2482,2.482,102,22.49,9.06,YP_009507462.1,33.0,9.550000000000001e-21,90.9,97195.0
k141_86499,1144,1.144,47,10.36,9.06,ARF11488.1,25.0,5.53e-07,54.7,1977640.0
k141_105966,1557,1.557,64,14.11,9.06,YP_009174586.1,43.1,1.92e-46,159.0,1586714.0
k141_3624,1412,1.412,58,12.79,9.06,QFG74471.1,37.4,3.76e-78,265.0,1737588.0
k141_106207,2629,2.629,108,23.81,9.06,QBK87088.1,33.2,6.97e-18,91.3,2506604.0
k141_49778,1753,1.753,72,15.88,9.06,ADX06272.1,40.5,6.3e-06,49.3,938082.0
k141_19413,1046,1.046,43,9.48,9.06,ADX06189.1,30.4,4.5e-06,48.9,938082.0
k141_139492,1388,1.388,57,12.57,9.06,QFG74185.1,25.9,6.94e-10,62.8,1737588.0
k141_110266,1679,1.679,69,15.21,9.06,QKF93592.1,44.7,5.41e-156,469.0,3070911.0
k141_140747,1217,1.217,50,11.02,9.06,AYV78975.1,42.2,2.45e-19,93.6,2487765.0
k141_181210,1582,1.582,65,14.33,9.06,AYV78335.1,39.6,2.13e-21,88.6,2487765.0
k141_31608,1071,1.071,44,9.7,9.06,CAA38181.1,40.9,1.53e-32,124.0,5547.0
k141_102672,2653,2.653,109,24.03,9.06,ARF10786.1,24.0,8.79e-06,50.1,1977638.0
k141_161075,1120,1.12,46,10.14,9.06,QBK87586.1,28.2,6.889999999999999e-42,157.0,2506605.0
k141_106203,4649,4.649,191,42.12,9.06,QKU33701.1,24.0,3.61e-41,169.0,
k141_10521,1703,1.703,70,15.43,9.06,UPW42252.1,46.5,4.7400000000000004e-29,119.0,2937230.0
k141_160213,3116,3.116,128,28.22,9.06,UMO79167.1,38.3,4.12e-62,222.0,2847767.0
k141_136096,1192,1.192,49,10.8,9.06,QFG74471.1,40.4,3.41e-91,297.0,1737588.0
k141_155923,3409,3.409,140,30.87,9.06,ULY68560.1,31.4,1.35e-53,186.0,2922419.0
k141_144815,1022,1.022,42,9.26,9.06,ARF10763.1,33.3,1.09e-24,102.0,1977638.0
k141_13451,3481,3.481,143,31.53,9.06,XAJ03661.1,39.4,3.53e-62,206.0,4896.0
k141_31354,1097,1.097,45,9.92,9.05,QKF93461.1,33.9,7.6e-12,66.6,3070911.0
k141_173913,3022,3.022,124,27.34,9.05,YP_009001498.1,30.4,2.02e-09,57.8,62099.0
k141_64429,2168,2.168,89,19.62,9.05,UUU46892.1,52.2,2.32e-43,154.0,65424.0
k141_95171,3265,3.265,134,29.55,9.05,ARF09735.1,24.2,2.03e-06,51.6,1977633.0
k141_42565,1438,1.438,59,13.01,9.05,ADX06521.1,28.4,9.11e-11,65.1,938083.0
k141_151518,1437,1.437,59,13.01,9.05,QBK85947.1,28.4,5.79e-08,50.4,2506602.0
k141_79954,1584,1.584,65,14.33,9.05,AGE58893.1,26.4,2.42e-22,103.0,83442.0
k141_1738,3363,3.363,138,30.43,9.05,QKF94107.1,34.8,1.2e-15,84.3,3070911.0
k141_128447,1292,1.292,53,11.69,9.05,ARF12492.1,35.8,4.32e-15,78.6,1977640.0
k141_107352,1218,1.218,50,11.02,9.05,QBK88840.1,33.6,6.02e-14,76.6,2506608.0
k141_76235,1559,1.559,64,14.11,9.05,AYV78741.1,25.1,1.65e-08,59.3,2487765.0
k141_2363,1632,1.632,67,14.77,9.05,WZO80652.1,29.8,2.86e-33,128.0,2809302.0
k141_125207,1023,1.023,42,9.26,9.05,NP_077665.1,29.9,9.500000000000001e-26,112.0,37665.0
k141_55902,1023,1.023,42,9.26,9.05,QBK88519.1,29.4,1.72e-25,107.0,2506608.0
k141_17328,1097,1.097,45,9.92,9.05,QBK88176.1,47.3,2.32e-44,157.0,2506606.0
k141_111408,2095,2.095,86,18.96,9.05,ABY48135.1,25.5,7.01e-13,74.3,3880.0
k141_161188,3729,3.729,153,33.74,9.05,QFG74393.1,27.8,4.44e-11,67.0,1737588.0
k141_178251,1729,1.729,71,15.66,9.05,QKF94629.1,27.9,3.35e-11,66.6,3070911.0
k141_104712,2218,2.218,91,20.07,9.05,YP_009701706.1,35.4,7.33e-19,82.4,42683.0
k141_19236,1779,1.779,73,16.1,9.05,WBF70793.1,41.2,1.95e-24,95.1,3017316.0
k141_65856,2339,2.339,96,21.17,9.05,YP_009001498.1,29.4,6.76e-14,77.8,62099.0
k141_59039,3996,3.996,164,36.16,9.05,YP_009448872.1,39.7,9.729999999999999e-30,119.0,2023057.0
k141_89967,2440,2.44,100,22.05,9.04,WIE95307.1,32.4,1.06e-25,102.0,3050019.0
k141_32616,1878,1.878,77,16.98,9.04,QKF93918.1,45.7,8.61e-80,253.0,3070911.0
k141_94971,4780,4.78,196,43.22,9.04,QPI16279.1,37.7,1.13e-98,311.0,2763269.0
k141_146423,1586,1.586,65,14.33,9.04,QBK86013.1,26.4,1.61e-10,66.6,2506602.0
k141_23978,1513,1.513,62,13.67,9.04,AYV81995.1,34.2,1.33e-16,81.3,2487769.0
k141_133957,1439,1.439,59,13.01,9.04,XKM46480.1,35.6,2.2300000000000002e-37,142.0,3378357.0
k141_7002,1854,1.854,76,16.76,9.04,AYV85190.1,57.8,6.09e-07,48.9,2487771.0
k141_17162,2244,2.244,92,20.29,9.04,CAE02704.1,24.3,2.25e-08,57.8,4952.0
k141_65306,3194,3.194,131,28.89,9.04,AYV75222.1,27.0,2.03e-12,70.5,2487775.0
k141_51722,3587,3.587,147,32.41,9.04,AAU93529.1,27.5,8.82e-20,93.2,4577.0
k141_73887,1585,1.585,65,14.33,9.04,AGE56139.1,27.7,4.82e-06,50.4,1278273.0
k141_98346,1024,1.024,42,9.26,9.04,ARF11114.1,29.0,1.82e-18,85.9,1977638.0
k141_40509,2561,2.561,105,23.15,9.04,UIB20846.1,40.3,2.27e-24,96.3,2905229.0
k141_63434,3218,3.218,132,29.11,9.04,QBK87088.1,31.1,2.61e-17,89.4,2506604.0
k141_111845,3341,3.341,137,30.21,9.04,QBK90916.1,34.9,6.45e-09,55.1,2506591.0
k141_102256,2048,2.048,84,18.52,9.04,YP_803294.1,29.0,4.47e-08,57.0,328615.0
k141_1971,2318,2.318,95,20.95,9.04,YP_009701767.1,32.7,2.3399999999999998e-34,140.0,42683.0
k141_8431,1024,1.024,42,9.26,9.04,QOR60282.1,34.0,1.1e-41,150.0,2530038.0
k141_31905,1024,1.024,42,9.26,9.04,QDY52375.1,44.7,7.92e-33,124.0,2596887.0
k141_69063,3197,3.197,131,28.89,9.04,AYV83835.1,24.8,5.68e-06,52.0,2487770.0
k141_145946,3491,3.491,143,31.53,9.03,QKF94273.1,23.4,9.06e-07,52.0,3070911.0
k141_146256,3101,3.101,127,28.0,9.03,AYV83811.1,31.0,2.62e-31,123.0,2487770.0
k141_22953,1392,1.392,57,12.57,9.03,QBK91883.1,45.2,1.0499999999999999e-41,145.0,2506594.0
k141_22112,1734,1.734,71,15.66,9.03,AYV86757.1,42.9,5.27e-39,141.0,2487774.0
k141_135603,2101,2.101,86,18.96,9.03,UUT40455.1,43.9,3.18e-61,200.0,2971331.0
k141_143379,2589,2.589,106,23.37,9.03,AXN91073.1,37.7,1.82e-20,87.0,1302812.0
k141_59451,1123,1.123,46,10.14,9.03,AGE55605.1,32.9,4.08e-11,65.1,1278272.0
k141_111421,3200,3.2,131,28.89,9.03,AYV82736.1,40.6,2.15e-80,254.0,2487770.0
k141_96794,1441,1.441,59,13.01,9.03,QKF94107.1,42.6,8.9e-27,114.0,3070911.0
k141_87960,4614,4.614,189,41.67,9.03,AYV82295.1,32.0,4.59e-09,61.2,2487769.0
k141_63005,1294,1.294,53,11.69,9.03,YP_009448872.1,43.3,2.75e-18,88.6,2023057.0
k141_137264,4321,4.321,177,39.03,9.03,SOB73998.1,29.2,2.6e-13,75.5,2023205.0
k141_77288,1465,1.465,60,13.23,9.03,ARF08154.1,59.0,4.25e-63,202.0,1977631.0
k141_125184,1855,1.855,76,16.76,9.03,ARF11243.1,35.7,7.34e-06,46.2,1977640.0
k141_129096,2880,2.88,118,26.02,9.03,QFG73958.1,31.3,4.3e-45,168.0,1737588.0
k141_162074,1904,1.904,78,17.2,9.03,QBK87088.1,32.4,1.67e-29,127.0,2506604.0
k141_8532,1247,1.247,51,11.25,9.02,ADX06657.1,33.6,1.15e-07,55.5,938083.0
k141_121548,1124,1.124,46,10.14,9.02,AMZ03137.1,50.0,2.86e-06,44.7,1835008.0
k141_47827,2810,2.81,115,25.36,9.02,QBK89990.1,34.2,2.98e-21,93.6,2506586.0
k141_69508,1002,1.002,41,9.04,9.02,AYV82340.1,60.0,1.61e-17,77.0,2487769.0
k141_132100,1125,1.125,46,10.14,9.02,UMO79272.1,33.6,1.02e-19,89.7,2848915.0
k141_51173,2591,2.591,106,23.37,9.02,ARF11365.1,33.8,3.09e-76,253.0,1977640.0
k141_166408,1467,1.467,60,13.23,9.02,UIB20846.1,40.2,6.2899999999999995e-30,110.0,2905229.0
k141_8192,1198,1.198,49,10.8,9.02,BCS83514.1,37.1,4.99e-22,95.9,2811091.0
k141_37600,1125,1.125,46,10.14,9.02,QKF93533.1,44.9,9.69e-32,119.0,3070911.0
k141_108046,1369,1.369,56,12.35,9.02,YP_009329403.1,33.2,9.52e-15,78.2,1903266.0
k141_61584,2199,2.199,90,19.84,9.02,QOR60244.1,50.9,3.87e-11,62.8,2530038.0
k141_81718,2933,2.933,120,26.46,9.02,QBK87745.1,33.5,1.26e-32,128.0,2506606.0
k141_144015,1589,1.589,65,14.33,9.02,AGE57609.1,26.4,6.71e-15,81.6,1278276.0
k141_35488,1858,1.858,76,16.76,9.02,QDY52194.1,33.3,4.7500000000000005e-32,130.0,2596887.0
k141_122327,1369,1.369,56,12.35,9.02,YP_009001498.1,25.7,7.54e-09,61.2,62099.0
k141_27079,1173,1.173,48,10.58,9.02,YP_009481386.1,38.2,2.42e-38,144.0,2107707.0
k141_140524,2030,2.03,83,18.3,9.02,QFG74185.1,29.0,3.23e-15,80.9,1737588.0
k141_37471,3180,3.18,130,28.66,9.01,QKU34490.1,29.3,7.1e-20,92.4,
k141_124287,1101,1.101,45,9.92,9.01,QBK87088.1,31.6,7.95e-12,68.2,2506604.0
