================================================================================
Viral Abundance Report (MEGAHIT) - llnl_66ce4dde
================================================================================

Total mapped reads: 4,535,158
Viral contigs detected: 12875

Contig ID                      Length (bp)     Reads      RPM          RPKM         Identity (%)
k141_77209                     1345            62         13.67        10.16        41.40       
k141_125617                    1433            66         14.55        10.16        26.40       
k141_161322                    1671            77         16.98        10.16        27.10       
k141_25358                     2799            129        28.44        10.16        26.60       
k141_115961                    1410            65         14.33        10.16        33.70       
k141_49576                     1150            53         11.69        10.16        26.10       
k141_102462                    4796            221        48.73        10.16        30.70       
k141_172734                    2777            128        28.22        10.16        41.40       
k141_20646                     3211            148        32.63        10.16        31.10       
k141_180545                    1931            89         19.62        10.16        28.40       
k141_168016                    1714            79         17.42        10.16        35.10       
k141_77682                     1432            66         14.55        10.16        28.50       
k141_87709                     2257            104        22.93        10.16        26.90       
k141_47158                     1543            71         15.66        10.15        31.50       
k141_37309                     2716            125        27.56        10.15        28.30       
k141_27506                     1434            66         14.55        10.15        38.00       
k141_155828                    2367            109        24.03        10.15        26.20       
k141_60178                     2846            131        28.89        10.15        43.20       
k141_51323                     3865            178        39.25        10.15        23.70       
k141_14401                     1976            91         20.07        10.15        26.70       
k141_83747                     1347            62         13.67        10.15        34.10       
k141_140667                    1738            80         17.64        10.15        36.20       
k141_88562                     1043            48         10.58        10.15        30.00       
k141_26317                     1173            54         11.91        10.15        32.80       
k141_144289                    1173            54         11.91        10.15        32.30       
k141_77636                     1976            91         20.07        10.15        28.20       
k141_46940                     1043            48         10.58        10.15        35.20       
k141_118594                    1479            68         14.99        10.14        29.80       
k141_174464                    1762            81         17.86        10.14        29.00       
k141_138017                    1240            57         12.57        10.14        32.60       
k141_164909                    1892            87         19.18        10.14        36.10       
k141_2470                      1936            89         19.62        10.14        34.70       
k141_157372                    1609            74         16.32        10.14        56.70       
k141_21984                     2304            106        23.37        10.14        50.80       
k141_148502                    3391            156        34.40        10.14        27.00       
k141_145292                    11111           511        112.68       10.14        27.10       
k141_134057                    1283            59         13.01        10.14        38.20       
k141_96338                     1652            76         16.76        10.14        35.50       
k141_50873                     1805            83         18.30        10.14        24.70       
k141_168110                    2023            93         20.51        10.14        38.60       
k141_99304                     3892            179        39.47        10.14        30.30       
k141_48829                     1067            49         10.80        10.13        23.90       
k141_113929                    4027            185        40.79        10.13        36.70       
k141_53400                     1545            71         15.66        10.13        27.60       
k141_77526                     1697            78         17.20        10.13        25.70       
k141_115921                    6097            280        61.74        10.13        26.70       
k141_77371                     3571            164        36.16        10.13        38.50       
k141_92977                     3394            156        34.40        10.13        30.90       
k141_65930                     3222            148        32.63        10.13        28.10       
k141_127496                    3460            159        35.06        10.13        26.80       
k141_166243                    2025            93         20.51        10.13        34.40       
k141_167044                    1436            66         14.55        10.13        43.50       
k141_69510                     2589            119        26.24        10.13        31.90       
k141_37270                     2003            92         20.29        10.13        25.40       
k141_148099                    1110            51         11.25        10.13        38.20       
k141_113462                    1523            70         15.43        10.13        32.80       
k141_38791                     1198            55         12.13        10.12        29.90       
k141_128928                    5358            246        54.24        10.12        33.90       
k141_17690                     1525            70         15.43        10.12        35.00       
k141_61852                     1722            79         17.42        10.12        45.50       
k141_46383                     1133            52         11.47        10.12        57.70       
k141_163959                    2485            114        25.14        10.12        33.50       
k141_110760                    1395            64         14.11        10.12        31.80       
k141_150100                    1786            82         18.08        10.12        25.60       
k141_4217                      4141            190        41.89        10.12        33.90       
k141_99640                     1765            81         17.86        10.12        23.90       
k141_88535                     3204            147        32.41        10.12        35.60       
k141_153386                    1155            53         11.69        10.12        34.50       
k141_149953                    1002            46         10.14        10.12        56.60       
k141_163886                    1394            64         14.11        10.12        27.30       
k141_164571                    1525            70         15.43        10.12        28.70       
k141_146726                    1220            56         12.35        10.12        32.00       
k141_44177                     2267            104        22.93        10.12        30.30       
k141_129206                    1852            85         18.74        10.12        34.30       
k141_143551                    4451            204        44.98        10.11        28.70       
k141_23739                     1352            62         13.67        10.11        46.70       
k141_34284                     1526            70         15.43        10.11        29.50       
k141_105743                    1658            76         16.76        10.11        36.10       
k141_80113                     3927            180        39.69        10.11        23.40       
k141_120978                    1680            77         16.98        10.11        44.00       
k141_176844                    2923            134        29.55        10.11        36.30       
k141_127666                    4231            194        42.78        10.11        38.20       
k141_70862                     1178            54         11.91        10.11        38.20       
k141_154837                    3489            160        35.28        10.11        36.10       
k141_54826                     1570            72         15.88        10.11        41.40       
k141_90917                     1330            61         13.45        10.11        28.60       
k141_107192                    5176            237        52.26        10.10        42.40       
k141_141998                    1222            56         12.35        10.10        38.00       
k141_65412                     2402            110        24.25        10.10        26.40       
k141_140577                    1048            48         10.58        10.10        36.90       
k141_55505                     4693            215        47.41        10.10        57.10       
k141_1842                      1179            54         11.91        10.10        23.50       
k141_116195                    2204            101        22.27        10.10        27.80       
k141_60944                     2052            94         20.73        10.10        26.80       
k141_25887                     4565            209        46.08        10.10        33.30       
k141_102953                    5115            234        51.60        10.09        35.40       
k141_168681                    3104            142        31.31        10.09        30.60       
k141_76302                     1268            58         12.79        10.09        39.00       
k141_170370                    1158            53         11.69        10.09        37.30       
k141_60085                     9838            450        99.22        10.09        23.50       
k141_49943                     1136            52         11.47        10.09        25.10       
k141_77278                     1924            88         19.40        10.09        49.70       
k141_169233                    2884            132        29.11        10.09        27.90       
k141_14681                     1486            68         14.99        10.09        39.80       
k141_67769                     1792            82         18.08        10.09        30.20       
k141_124729                    1289            59         13.01        10.09        38.50       
k141_164131                    2231            102        22.49        10.08        32.90       
k141_93939                     2690            123        27.12        10.08        34.00       
k141_31475                     4067            186        41.01        10.08        19.70       
k141_176550                    2407            110        24.25        10.08        39.80       
k141_125443                    2384            109        24.03        10.08        29.30       
k141_31256                     1247            57         12.57        10.08        30.50       
k141_30802                     1444            66         14.55        10.08        23.10       
k141_101403                    2143            98         21.61        10.08        34.30       
k141_85718                     2078            95         20.95        10.08        23.70       
k141_175162                    2778            127        28.00        10.08        40.00       
k141_37126                     1378            63         13.89        10.08        33.10       
k141_106666                    1006            46         10.14        10.08        22.00       
k141_121157                    3394            155        34.18        10.07        21.80       
k141_11232                     2804            128        28.22        10.07        27.40       
k141_27016                     1095            50         11.02        10.07        37.00       
k141_44146                     2211            101        22.27        10.07        28.30       
k141_121829                    3657            167        36.82        10.07        31.80       
k141_148283                    1139            52         11.47        10.07        28.60       
k141_142894                    2081            95         20.95        10.07        42.30       
k141_87901                     2234            102        22.49        10.07        46.60       
k141_70938                     2585            118        26.02        10.07        30.70       
k141_34121                     1534            70         15.43        10.06        31.60       
k141_70408                     2345            107        23.59        10.06        62.40       
k141_171650                    4625            211        46.53        10.06        26.00       
k141_6648                      1140            52         11.47        10.06        32.30       
k141_175254                    3398            155        34.18        10.06        31.70       
k141_52864                     2762            126        27.78        10.06        25.10       
k141_54309                     3332            152        33.52        10.06        57.30       
k141_80581                     1381            63         13.89        10.06        45.70       
k141_98897                     1424            65         14.33        10.06        46.90       
k141_168749                    4075            186        41.01        10.06        46.00       
k141_135819                    1030            47         10.36        10.06        38.20       
k141_158008                    1665            76         16.76        10.06        33.10       
k141_128075                    2348            107        23.59        10.05        25.40       
k141_153383                    1339            61         13.45        10.05        28.90       
k141_62822                     1623            74         16.32        10.05        25.90       
k141_164347                    1690            77         16.98        10.05        33.10       
k141_64600                     1250            57         12.57        10.05        30.80       
k141_66942                     1339            61         13.45        10.05        43.70       
k141_83089                     1075            49         10.80        10.05        38.40       
k141_93687                     1009            46         10.14        10.05        32.30       
k141_157889                    3512            160        35.28        10.05        28.50       
k141_180579                    1054            48         10.58        10.04        33.70       
k141_168289                    2482            113        24.92        10.04        45.80       
k141_121653                    2591            118        26.02        10.04        25.20       
k141_143258                    3249            148        32.63        10.04        49.60       
k141_180696                    3644            166        36.60        10.04        28.40       
k141_107787                    3800            173        38.15        10.04        28.20       
k141_156559                    2635            120        26.46        10.04        23.30       
k141_116165                    1405            64         14.11        10.04        52.60       
k141_179277                    2108            96         21.17        10.04        35.90       
k141_66856                     2042            93         20.51        10.04        30.40       
k141_26575                     1010            46         10.14        10.04        36.00       
k141_80625                     4194            191        42.12        10.04        24.80       
k141_106684                    1691            77         16.98        10.04        43.90       
k141_48115                     1757            80         17.64        10.04        36.20       
k141_88996                     1274            58         12.79        10.04        30.80       
k141_108358                    2986            136        29.99        10.04        35.60       
k141_60911                     2680            122        26.90        10.04        25.20       
k141_157674                    3295            150        33.07        10.04        37.30       
k141_164223                    6245            284        62.62        10.03        34.50       
k141_157899                    2440            111        24.48        10.03        50.00       
k141_100019                    2001            91         20.07        10.03        34.00       
k141_177378                    4836            220        48.51        10.03        43.10       
k141_130635                    3408            155        34.18        10.03        28.80       
k141_150788                    1737            79         17.42        10.03        25.30       
k141_98014                     1077            49         10.80        10.03        33.70       
k141_176900                    3077            140        30.87        10.03        42.70       
k141_113477                    1737            79         17.42        10.03        34.30       
k141_50770                     1165            53         11.69        10.03        32.00       
k141_126036                    1649            75         16.54        10.03        25.30       
k141_62793                     4681            213        46.97        10.03        31.40       
k141_151692                    1562            71         15.66        10.02        23.40       
k141_44489                     1959            89         19.62        10.02        25.10       
k141_20943                     1078            49         10.80        10.02        27.50       
k141_125706                    4313            196        43.22        10.02        23.60       
k141_102295                    1056            48         10.58        10.02        29.50       
k141_103884                    1782            81         17.86        10.02        33.70       
k141_120036                    1034            47         10.36        10.02        25.30       
k141_179332                    5655            257        56.67        10.02        26.20       
k141_115516                    3631            165        36.38        10.02        27.20       
k141_17295                     2112            96         21.17        10.02        25.70       
k141_131169                    1563            71         15.66        10.02        29.40       
k141_26809                     3521            160        35.28        10.02        45.90       
k141_166467                    3830            174        38.37        10.02        36.80       
k141_45031                     1475            67         14.77        10.02        25.00       
k141_31972                     1606            73         16.10        10.02        27.20       
k141_73390                     2884            131        28.89        10.02        26.10       
k141_48178                     1717            78         17.20        10.02        31.90       
k141_150461                    2266            103        22.71        10.02        30.10       
k141_133196                    4405            200        44.10        10.01        34.10       
k141_45339                     1454            66         14.55        10.01        32.70       
k141_179909                    1850            84         18.52        10.01        50.50       
k141_171641                    1123            51         11.25        10.01        32.40       
k141_138067                    1168            53         11.69        10.01        50.00       
k141_92373                     2578            117        25.80        10.01        30.40       
k141_124881                    3809            173        38.15        10.01        26.20       
k141_75316                     2511            114        25.14        10.01        30.60       
k141_167236                    2181            99         21.83        10.01        29.40       
k141_141798                    3348            152        33.52        10.01        44.20       
k141_26755                     3548            161        35.50        10.01        36.00       
k141_124252                    1211            55         12.13        10.01        45.30       
k141_124253                    3327            151        33.30        10.01        24.10       
k141_19275                     1410            64         14.11        10.01        22.00       
k141_85288                     2996            136        29.99        10.01        37.80       
k141_144774                    1057            48         10.58        10.01        48.60       
k141_44189                     2842            129        28.44        10.01        33.30       
k141_36210                     1344            61         13.45        10.01        31.20       
k141_75732                     3372            153        33.74        10.00        48.20       
k141_127651                    1609            73         16.10        10.00        42.90       
k141_117539                    1697            77         16.98        10.00        24.10       
k141_160833                    1213            55         12.13        10.00        40.60       
k141_81437                     2051            93         20.51        10.00        30.40       
k141_136718                    1014            46         10.14        10.00        31.60       
k141_120737                    2073            94         20.73        10.00        37.40       
k141_76390                     1455            66         14.55        10.00        31.70       
k141_72532                     2404            109        24.03        10.00        29.20       
k141_111528                    1148            52         11.47        9.99         35.70       
k141_163955                    1148            52         11.47        9.99         27.90       
k141_100524                    2583            117        25.80        9.99         31.50       
k141_10748                     4281            194        42.78        9.99         27.30       
k141_76763                     1347            61         13.45        9.99         27.80       
k141_49277                     1766            80         17.64        9.99         32.10       
k141_169838                    9489            430        94.81        9.99         39.40       
k141_10829                     1920            87         19.18        9.99         30.40       
k141_54462                     2384            108        23.81        9.99         27.10       
k141_35180                     2495            113        24.92        9.99         37.80       
k141_47207                     2010            91         20.07        9.98         44.00       
k141_172562                    2497            113        24.92        9.98         47.40       
k141_50028                     1038            47         10.36        9.98         31.50       
k141_72785                     4089            185        40.79        9.98         31.60       
k141_54623                     2188            99         21.83        9.98         33.50       
k141_87150                     6321            286        63.06        9.98         23.20       
k141_43867                     1657            75         16.54        9.98         35.80       
k141_136626                    1679            76         16.76        9.98         38.60       
k141_40693                     3004            136        29.99        9.98         36.50       
k141_147108                    3049            138        30.43        9.98         29.70       
k141_59641                     2696            122        26.90        9.98         35.80       
k141_132689                    1814            82         18.08        9.97         33.70       
k141_175084                    2433            110        24.25        9.97         37.10       
k141_100550                    3449            156        34.40        9.97         41.40       
k141_165100                    1814            82         18.08        9.97         44.00       
k141_6578                      5107            231        50.94        9.97         34.40       
k141_88804                     1792            81         17.86        9.97         42.50       
k141_114568                    2211            100        22.05        9.97         22.30       
k141_9320                      5196            235        51.82        9.97         26.20       
k141_29144                     1835            83         18.30        9.97         52.50       
k141_7802                      1460            66         14.55        9.97         48.10       
k141_68626                     1636            74         16.32        9.97         25.50       
k141_71653                     2631            119        26.24        9.97         39.90       
k141_125830                    3539            160        35.28        9.97         35.30       
k141_41311                     1261            57         12.57        9.97         39.30       
k141_144766                    1504            68         14.99        9.97         26.30       
k141_132573                    1106            50         11.02        9.97         23.40       
k141_78725                     2392            108        23.81        9.96         33.80       
k141_138016                    1262            57         12.57        9.96         38.30       
k141_80630                     2789            126        27.78        9.96         29.80       
k141_170664                    3032            137        30.21        9.96         28.00       
k141_43491                     8859            400        88.20        9.96         27.80       
k141_49432                     1196            54         11.91        9.96         29.40       
k141_150619                    5445            246        54.24        9.96         45.10       
k141_60436                     3632            164        36.16        9.96         31.10       
k141_74333                     3763            170        37.48        9.96         32.70       
k141_172567                    2416            109        24.03        9.95         18.90       
k141_50920                     3192            144        31.75        9.95         33.60       
k141_18344                     1241            56         12.35        9.95         30.60       
k141_84090                     1862            84         18.52        9.95         30.30       
k141_67275                     1285            58         12.79        9.95         27.70       
k141_102659                    2304            104        22.93        9.95         29.60       
k141_84206                     1751            79         17.42        9.95         25.60       
k141_71048                     2638            119        26.24        9.95         28.70       
k141_52404                     2504            113        24.92        9.95         39.10       
k141_76145                     1861            84         18.52        9.95         28.40       
k141_119193                    2793            126        27.78        9.95         30.30       
k141_67219                     2507            113        24.92        9.94         27.00       
k141_3844                      2795            126        27.78        9.94         35.80       
k141_91420                     1020            46         10.14        9.94         55.90       
k141_114658                    2728            123        27.12        9.94         29.30       
k141_32890                     4258            192        42.34        9.94         23.50       
k141_113626                    1287            58         12.79        9.94         26.40       
k141_132950                    2108            95         20.95        9.94         33.50       
k141_56902                     1486            67         14.77        9.94         58.30       
k141_83525                     1353            61         13.45        9.94         35.90       
k141_135964                    1265            57         12.57        9.94         25.90       
k141_136540                    1087            49         10.80        9.94         28.40       
k141_79392                     4081            184        40.57        9.94         33.00       
k141_66301                     4127            186        41.01        9.94         37.30       
k141_64667                     1198            54         11.91        9.94         36.60       
k141_51416                     1287            58         12.79        9.94         36.90       
k141_169343                    2841            128        28.22        9.93         27.50       
k141_145620                    1177            53         11.69        9.93         41.50       
k141_159968                    2331            105        23.15        9.93         29.00       
k141_132583                    1688            76         16.76        9.93         52.00       
k141_47815                     3752            169        37.26        9.93         28.10       
k141_63894                     2155            97         21.39        9.93         27.50       
k141_24662                     1354            61         13.45        9.93         26.80       
k141_12943                     1934            87         19.18        9.92         45.30       
k141_7826                      1645            74         16.32        9.92         33.30       
k141_8048                      2356            106        23.37        9.92         34.00       
k141_107653                    1734            78         17.20        9.92         37.10       
k141_11152                     1134            51         11.25        9.92         35.30       
k141_18325                     1490            67         14.77        9.92         37.30       
k141_117236                    1134            51         11.25        9.92         41.50       
k141_23699                     1778            80         17.64        9.92         22.90       
k141_155278                    2423            109        24.03        9.92         49.40       
k141_1425                      5577            251        55.35        9.92         32.20       
k141_69537                     3267            147        32.41        9.92         25.60       
k141_106993                    3044            137        30.21        9.92         52.70       
k141_148680                    1423            64         14.11        9.92         60.00       
k141_72396                     1490            67         14.77        9.92         41.90       
k141_77931                     4114            185        40.79        9.92         24.80       
k141_149348                    1402            63         13.89        9.91         41.30       
k141_119415                    1001            45         9.92         9.91         39.70       
k141_90495                     1135            51         11.25        9.91         33.60       
k141_489                       2092            94         20.73        9.91         27.30       
k141_175337                    3314            149        32.85        9.91         35.80       
k141_148394                    1980            89         19.62        9.91         29.60       
k141_70200                     2581            116        25.58        9.91         33.50       
k141_121925                    1757            79         17.42        9.91         32.70       
k141_162180                    3093            139        30.65        9.91         40.90       
k141_14641                     1335            60         13.23        9.91         42.90       
k141_85044                     2069            93         20.51        9.91         25.10       
k141_56635                     3428            154        33.96        9.91         30.00       
k141_163286                    1646            74         16.32        9.91         23.60       
k141_174770                    1046            47         10.36        9.91         23.70       
k141_20609                     1380            62         13.67        9.91         42.60       
k141_97257                     4340            195        43.00        9.91         29.10       
k141_72988                     1870            84         18.52        9.90         28.40       
k141_102134                    2183            98         21.61        9.90         32.40       
k141_35                        1515            68         14.99        9.90         33.30       
k141_179708                    1492            67         14.77        9.90         31.70       
k141_39857                     1781            80         17.64        9.90         26.10       
k141_7713                      1180            53         11.69        9.90         34.00       
k141_123403                    1314            59         13.01        9.90         28.00       
k141_19508                     1047            47         10.36        9.90         27.30       
k141_40401                     1069            48         10.58        9.90         36.80       
k141_178330                    7994            359        79.16        9.90         42.00       
k141_78253                     2074            93         20.51        9.89         32.00       
k141_95044                     3745            168        37.04        9.89         38.90       
k141_10577                     9187            412        90.85        9.89         30.30       
k141_110988                    2163            97         21.39        9.89         42.70       
k141_42276                     1606            72         15.88        9.89         24.30       
k141_76491                     1539            69         15.21        9.89         33.30       
k141_102478                    6507            292        64.39        9.89         23.10       
k141_21141                     2006            90         19.84        9.89         27.40       
k141_106712                    3344            150        33.07        9.89         24.10       
k141_128263                    3415            153        33.74        9.88         32.60       
k141_128283                    3347            150        33.07        9.88         27.30       
k141_24328                     2321            104        22.93        9.88         24.20       
k141_14149                     5313            238        52.48        9.88         47.50       
k141_1782                      1294            58         12.79        9.88         43.30       
k141_51077                     3505            157        34.62        9.88         33.30       
k141_49525                     2276            102        22.49        9.88         30.00       
k141_158777                    1853            83         18.30        9.88         25.00       
k141_154034                    1517            68         14.99        9.88         45.70       
k141_177682                    2142            96         21.17        9.88         28.60       
k141_23805                     1318            59         13.01        9.87         44.00       
k141_98304                     2501            112        24.70        9.87         36.00       
k141_142757                    3688            165        36.38        9.87         31.80       
k141_130321                    1296            58         12.79        9.87         78.10       
k141_97176                     2144            96         21.17        9.87         32.40       
k141_22978                     1943            87         19.18        9.87         36.80       
k141_160103                    2792            125        27.56        9.87         29.60       
k141_95684                     1408            63         13.89        9.87         31.50       
k141_93715                     8336            373        82.25        9.87         32.70       
k141_136699                    2637            118        26.02        9.87         42.00       
k141_114091                    2950            132        29.11        9.87         30.70       
k141_126800                    1095            49         10.80        9.87         44.10       
k141_88661                     3266            146        32.19        9.86         27.40       
k141_14837                     6818            305        67.25        9.86         29.00       
k141_157185                    1073            48         10.58        9.86         38.10       
k141_134106                    6820            305        67.25        9.86         40.00       
k141_172079                    1923            86         18.96        9.86         26.20       
k141_57739                     3489            156        34.40        9.86         38.50       
k141_159908                    2147            96         21.17        9.86         43.60       
k141_136731                    4964            222        48.95        9.86         25.50       
k141_8524                      3177            142        31.31        9.86         35.60       
k141_89052                     2504            112        24.70        9.86         39.70       
k141_125751                    1924            86         18.96        9.86         29.80       
k141_51056                     1319            59         13.01        9.86         32.40       
k141_93949                     4898            219        48.29        9.86         22.30       
k141_156427                    1387            62         13.67        9.86         27.00       
k141_10702                     2616            117        25.80        9.86         31.90       
k141_52074                     2840            127        28.00        9.86         29.90       
k141_173945                    1990            89         19.62        9.86         27.60       
k141_75112                     1701            76         16.76        9.85         35.30       
k141_16465                     1119            50         11.02        9.85         34.10       
k141_78397                     4096            183        40.35        9.85         23.80       
k141_159363                    4343            194        42.78        9.85         30.20       
k141_117366                    6243            279        61.52        9.85         40.60       
k141_65547                     1769            79         17.42        9.85         24.00       
k141_75177                     3581            160        35.28        9.85         33.70       
k141_41607                     1835            82         18.08        9.85         27.50       
k141_168111                    2799            125        27.56        9.85         31.20       
k141_54876                     2081            93         20.51        9.85         31.10       
k141_180899                    2843            127        28.00        9.85         29.70       
k141_128931                    2730            122        26.90        9.85         24.60       
k141_32629                     2260            101        22.27        9.85         30.80       
k141_57731                     2395            107        23.59        9.85         28.10       
k141_121069                    6314            282        62.18        9.85         51.40       
k141_87457                     3426            153        33.74        9.85         40.00       
k141_89648                     1478            66         14.55        9.85         22.50       
k141_16355                     3112            139        30.65        9.85         34.80       
k141_162198                    3336            149        32.85        9.85         47.90       
k141_50374                     5440            243        53.58        9.85         42.70       
k141_78717                     1904            85         18.74        9.84         37.40       
k141_42337                     1793            80         17.64        9.84         27.90       
k141_132551                    1502            67         14.77        9.84         27.00       
k141_120471                    5134            229        50.49        9.84         27.50       
k141_99217                     2443            109        24.03        9.84         50.00       
k141_101260                    2645            118        26.02        9.84         33.90       
k141_84661                     1008            45         9.92         9.84         37.10       
k141_173580                    2600            116        25.58        9.84         29.80       
k141_166180                    3452            154        33.96        9.84         55.20       
k141_33171                     1501            67         14.77        9.84         33.80       
k141_22599                     3743            167        36.82        9.84         30.50       
k141_160598                    1882            84         18.52        9.84         35.00       
k141_124860                    1770            79         17.42        9.84         26.20       
k141_111159                    1792            80         17.64        9.84         37.70       
k141_65981                     1728            77         16.98        9.83         43.40       
k141_134166                    5157            230        50.71        9.83         29.50       
k141_27798                     2602            116        25.58        9.83         28.60       
k141_132924                    1794            80         17.64        9.83         29.40       
k141_143573                    1099            49         10.80        9.83         39.20       
k141_180149                    2086            93         20.51        9.83         34.50       
k141_34191                     1166            52         11.47        9.83         30.20       
k141_35687                     1032            46         10.14        9.83         31.00       
k141_166462                    3613            161        35.50        9.83         31.00       
k141_154831                    3007            134        29.55        9.83         24.60       
k141_142876                    4193            187        41.23        9.83         30.50       
k141_169788                    1166            52         11.47        9.83         33.00       
k141_66232                     1727            77         16.98        9.83         24.00       
k141_160919                    2332            104        22.93        9.83         25.60       
k141_144436                    7427            331        72.99        9.83         28.90       
k141_111170                    1032            46         10.14        9.83         47.10       
k141_110329                    2312            103        22.71        9.82         34.80       
k141_30513                     2695            120        26.46        9.82         25.80       
k141_115705                    1235            55         12.13        9.82         32.70       
k141_148701                    4088            182        40.13        9.82         32.50       
k141_75206                     1571            70         15.43        9.82         26.70       
k141_29670                     3077            137        30.21        9.82         28.30       
k141_90122                     2828            126        27.78        9.82         36.30       
k141_61855                     2671            119        26.24        9.82         32.90       
k141_25270                     3437            153        33.74        9.82         36.80       
k141_160750                    1370            61         13.45        9.82         36.30       
k141_72484                     1280            57         12.57        9.82         36.70       
k141_174147                    4561            203        44.76        9.81         27.50       
k141_88350                     1934            86         18.96        9.81         42.10       
k141_39731                     2314            103        22.71        9.81         27.00       
k141_2827                      1349            60         13.23        9.81         52.60       
k141_101784                    1641            73         16.10        9.81         32.60       
k141_40346                     3236            144        31.75        9.81         31.70       
k141_77991                     1438            64         14.11        9.81         43.00       
k141_61222                     1438            64         14.11        9.81         35.50       
k141_95766                     2989            133        29.33        9.81         40.50       
k141_112314                    4610            205        45.20        9.81         26.90       
k141_170483                    3351            149        32.85        9.80         21.40       
k141_7979                      2452            109        24.03        9.80         25.40       
